instance family sat restarting3 restarting3con10000 parallel3t32 parallel3t32con10000 nonsharing3t32 mpi3h6t16npn2bt32con10000
all-meshes-CVIU11-pattern6-target254 13 0 5 7 16 17 16 10
all-meshes-CVIU11-pattern6-target255 13 0 387 392 1383 1218 1013 948
all-meshes-CVIU11-pattern6-target256 13 0 1228 1188 1631 1579 1158 1708
all-meshes-CVIU11-pattern6-target257 13 0 12 12 21 20 20 19
all-meshes-CVIU11-pattern6-target258 13 0 11 7 15 18 15 15
all-meshes-CVIU11-pattern6-target26 13 0 138 160 87 90 90 165
all-meshes-CVIU11-pattern6-target260 13 0 6 6 16 15 14 9
all-meshes-CVIU11-pattern6-target261 13 0 199 186 113 106 133 197
all-meshes-CVIU11-pattern6-target262 13 0 128 185 378 418 373 322
all-meshes-CVIU11-pattern6-target263 13 0 34 47 167 177 164 144
all-meshes-CVIU11-pattern6-target264 13 0 225 226 520 513 378 400
all-meshes-CVIU11-pattern6-target265 13 0 25 28 22 20 19 32
all-meshes-CVIU11-pattern6-target266 13 0 30 29 32 32 32 40
all-meshes-CVIU11-pattern6-target267 13 0 309 285 731 639 458 504
all-meshes-CVIU11-pattern6-target268 13 0 401 459 884 778 631 814
all-meshes-CVIU11-pattern6-target269 13 0 70 84 77 69 75 104
all-meshes-CVIU11-pattern6-target27 13 0 169 122 80 73 90 154
all-meshes-CVIU11-pattern6-target270 13 0 82 99 66 62 69 104
all-meshes-CVIU11-pattern6-target271 13 0 6 6 14 15 16 9
all-meshes-CVIU11-pattern6-target272 13 0 12 23 23 23 20 28
all-meshes-CVIU11-pattern6-target273 13 0 607 601 303 259 294 600
all-meshes-CVIU11-pattern6-target275 13 0 4 4 17 19 18 9
all-meshes-CVIU11-pattern6-target278 13 0 4 2 13 14 12 4
all-meshes-CVIU11-pattern6-target279 13 0 12 12 17 18 20 16
all-meshes-CVIU11-pattern6-target28 13 0 144 141 123 100 94 143
all-meshes-CVIU11-pattern6-target280 13 0 491 340 639 789 580 690
all-meshes-CVIU11-pattern6-target281 13 0 369 542 750 735 687 738
all-meshes-CVIU11-pattern6-target282 13 0 92 128 96 100 100 140
all-meshes-CVIU11-pattern6-target283 13 0 534 462 246 221 240 472
all-meshes-CVIU11-pattern6-target284 13 0 103 153 323 318 334 265
all-meshes-CVIU11-pattern6-target285 13 0 632 569 854 833 710 854
all-meshes-CVIU11-pattern6-target286 13 0 11 17 18 19 12 25
all-meshes-CVIU11-pattern6-target287 13 0 89 89 305 307 231 209
all-meshes-CVIU11-pattern6-target288 13 0 139 97 319 343 281 265
all-meshes-CVIU11-pattern6-target289 13 0 6 7 10 12 10 8
all-meshes-CVIU11-pattern6-target29 13 0 201 196 126 109 137 205
all-meshes-CVIU11-pattern6-target290 13 0 5 5 14 14 13 8
all-meshes-CVIU11-pattern6-target291 13 0 531 452 215 210 266 526
all-meshes-CVIU11-pattern6-target292 13 0 66 117 67 59 74 111
all-meshes-CVIU11-pattern6-target293 13 0 6 6 17 17 14 10
all-meshes-CVIU11-pattern6-target294 13 0 183 199 433 427 361 313
all-meshes-CVIU11-pattern6-target295 13 0 95 105 55 72 61 114
all-meshes-CVIU11-pattern6-target296 13 0 7 7 18 16 17 11
all-meshes-CVIU11-pattern6-target297 13 0 174 110 97 97 94 159
all-meshes-CVIU11-pattern6-target298 13 0 29 53 37 34 40 57
all-meshes-CVIU11-pattern6-target299 13 0 2 2 13 12 13 4
all-meshes-CVIU11-pattern6-target3 13 0 16 11 90 90 96 77
all-meshes-CVIU11-pattern6-target30 13 0 143 166 87 76 91 156
all-meshes-CVIU11-pattern6-target300 13 0 57 72 62 51 64 88
all-meshes-CVIU11-pattern6-target303 13 0 158 132 94 103 97 143
all-meshes-CVIU11-pattern6-target304 13 0 20 13 24 23 20 21
all-meshes-CVIU11-pattern6-target305 13 0 30 21 28 29 29 40
all-meshes-CVIU11-pattern6-target306 13 0 1000 965 1560 2212 1371 1491
all-meshes-CVIU11-pattern6-target307 13 0 11 16 17 15 15 22
all-meshes-CVIU11-pattern6-target308 13 0 1296 1164 1719 1745 1119 1774
all-meshes-CVIU11-pattern6-target309 13 0 83 108 70 76 66 129
all-meshes-CVIU11-pattern6-target31 13 0 104 95 67 65 72 115
all-meshes-CVIU11-pattern6-target310 13 0 41 46 43 40 37 65
all-meshes-CVIU11-pattern6-target311 13 0 710 669 1194 1376 872 1214
all-meshes-CVIU11-pattern6-target312 13 0 8 13 102 102 97 78
all-meshes-CVIU11-pattern6-target313 13 0 198 222 585 632 480 463
all-meshes-CVIU11-pattern6-target314 13 0 1173 965 1568 2172 1200 1606
all-meshes-CVIU11-pattern6-target315 13 0 5 7 16 14 15 12
all-meshes-CVIU11-pattern6-target316 13 0 58 57 209 210 179 167
all-meshes-CVIU11-pattern6-target317 13 0 11 13 15 17 15 16
all-meshes-CVIU11-pattern6-target318 13 0 723 731 1209 1195 827 1220
all-meshes-CVIU11-pattern6-target319 13 0 9 6 17 16 15 14
all-meshes-CVIU11-pattern6-target32 13 0 93 103 56 60 59 103
all-meshes-CVIU11-pattern6-target320 13 0 10 20 17 18 18 24
all-meshes-CVIU11-pattern6-target321 13 0 87 64 82 85 71 103
all-meshes-CVIU11-pattern6-target322 13 0 1077 1119 329 376 356 1064
all-meshes-CVIU11-pattern6-target323 13 0 34 63 176 206 169 158
all-meshes-CVIU11-pattern6-target324 13 0 34 40 32 34 33 48
all-meshes-CVIU11-pattern6-target325 13 0 6 6 14 14 17 9
all-meshes-CVIU11-pattern6-target326 13 0 137 137 65 80 66 169
all-meshes-CVIU11-pattern6-target327 13 0 110 127 95 87 93 112
all-meshes-CVIU11-pattern6-target328 13 0 194 196 445 462 385 332
all-meshes-CVIU11-pattern6-target329 13 0 136 93 345 339 282 253
all-meshes-CVIU11-pattern6-target33 13 0 106 73 256 300 233 230
all-meshes-CVIU11-pattern6-target330 13 0 16 24 136 154 129 105
all-meshes-CVIU11-pattern6-target331 13 0 1127 1118 397 391 383 1245
all-meshes-CVIU11-pattern6-target332 13 0 55 61 46 45 46 77
all-meshes-CVIU11-pattern6-target333 13 0 224 159 468 435 317 377
all-meshes-CVIU11-pattern6-target334 13 0 65 56 227 226 185 171
all-meshes-CVIU11-pattern6-target335 13 0 40 42 166 182 183 142
all-meshes-CVIU11-pattern6-target336 13 0 20 20 24 22 23 32
all-meshes-CVIU11-pattern6-target337 13 0 10 16 22 21 21 23
all-meshes-CVIU11-pattern6-target338 13 0 4 2 13 14 12 6
all-meshes-CVIU11-pattern6-target339 13 0 13 10 13 14 11 13
all-meshes-CVIU11-pattern6-target34 13 0 387 375 759 773 555 650
all-meshes-CVIU11-pattern6-target340 13 0 133 101 343 355 266 266
all-meshes-CVIU11-pattern6-target341 13 0 14 14 19 20 17 22
all-meshes-CVIU11-pattern6-target342 13 0 93 92 248 251 231 196
all-meshes-CVIU11-pattern6-target343 13 0 703 616 879 883 688 891
all-meshes-CVIU11-pattern6-target344 13 0 20 29 140 148 116 99
all-meshes-CVIU11-pattern6-target345 13 0 20 27 23 20 23 33
all-meshes-CVIU11-pattern6-target346 13 0 20 21 131 142 129 103
all-meshes-CVIU11-pattern6-target347 13 0 2 4 12 12 14 4
all-meshes-CVIU11-pattern6-target348 13 0 37 41 184 183 163 143
all-meshes-CVIU11-pattern6-target349 13 0 17 21 25 27 26 39
all-meshes-CVIU11-pattern6-target35 13 0 24 24 25 28 25 44
all-meshes-CVIU11-pattern6-target350 13 0 82 111 68 62 64 110
all-meshes-CVIU11-pattern6-target351 13 0 5 5 15 13 14 8
all-meshes-CVIU11-pattern6-target352 13 0 38 49 181 218 177 157
all-meshes-CVIU11-pattern6-target353 13 0 486 587 758 756 698 814
all-meshes-CVIU11-pattern6-target354 13 0 14 15 24 23 23 21
all-meshes-CVIU11-pattern6-target356 13 0 3 1 11 13 11 3
all-meshes-CVIU11-pattern6-target357 13 0 7 14 16 17 14 15
all-meshes-CVIU11-pattern6-target358 13 0 22 22 29 32 30 31
all-meshes-CVIU11-pattern6-target359 13 0 10 15 23 25 22 23
all-meshes-CVIU11-pattern6-target36 13 0 325 311 696 734 555 625
all-meshes-CVIU11-pattern6-target360 13 0 470 361 212 228 197 420
all-meshes-CVIU11-pattern6-target361 13 0 202 212 103 81 110 176
all-meshes-CVIU11-pattern6-target362 13 0 15 15 24 24 20 28
all-meshes-CVIU11-pattern6-target363 13 0 4 3 13 13 13 6
all-meshes-CVIU11-pattern6-target364 13 0 31 30 35 36 34 46
all-meshes-CVIU11-pattern6-target365 13 0 28 27 25 25 24 45
all-meshes-CVIU11-pattern6-target366 13 0 451 382 838 881 690 763
all-meshes-CVIU11-pattern6-target367 13 0 81 56 46 44 43 87
all-meshes-CVIU11-pattern6-target368 13 0 133 99 99 96 89 123
all-meshes-CVIU11-pattern6-target369 13 0 266 207 167 163 157 257
all-meshes-CVIU11-pattern6-target37 13 0 10 8 16 18 18 15
all-meshes-CVIU11-pattern6-target370 13 0 141 170 121 117 109 191
all-meshes-CVIU11-pattern6-target378 13 0 268 288 151 194 184 289
all-meshes-CVIU11-pattern6-target379 13 0 66 95 52 50 52 89
all-meshes-CVIU11-pattern6-target38 13 0 190 225 130 95 148 197
all-meshes-CVIU11-pattern6-target380 13 0 213 209 142 109 121 203
all-meshes-CVIU11-pattern6-target381 13 0 12 13 21 21 20 20
all-meshes-CVIU11-pattern6-target382 13 0 830 744 325 295 370 853
all-meshes-CVIU11-pattern6-target383 13 0 51 38 42 42 38 64
all-meshes-CVIU11-pattern6-target384 13 0 240 187 87 94 100 189
all-meshes-CVIU11-pattern6-target385 13 0 343 464 865 799 722 711
all-meshes-CVIU11-pattern6-target386 13 0 7 7 14 16 14 11
all-meshes-CVIU11-pattern6-target387 13 0 66 67 243 259 216 190
all-meshes-CVIU11-pattern6-target388 13 0 348 370 806 743 665 702
all-meshes-CVIU11-pattern6-target389 13 0 389 448 247 192 239 448
all-meshes-CVIU11-pattern6-target39 13 0 4 2 8 9 8 5
all-meshes-CVIU11-pattern6-target390 13 0 352 353 705 667 705 626
all-meshes-CVIU11-pattern6-target391 13 0 1496 1522 1763 2017 1527 2022
all-meshes-CVIU11-pattern6-target392 13 0 5 7 15 15 16 10
all-meshes-CVIU11-pattern6-target393 13 0 52 50 36 40 33 68
all-meshes-CVIU11-pattern6-target394 13 0 31 31 28 29 31 40
all-meshes-CVIU11-pattern6-target395 13 0 383 307 854 737 542 621
all-meshes-CVIU11-pattern6-target396 13 0 21 35 24 24 22 39
all-meshes-CVIU11-pattern6-target397 13 0 316 360 702 772 552 582
all-meshes-CVIU11-pattern6-target398 13 0 879 1045 1670 1591 1193 1560
all-meshes-CVIU11-pattern6-target399 13 0 61 84 293 287 266 216
all-meshes-CVIU11-pattern6-target4 13 0 12 12 16 19 18 18
all-meshes-CVIU11-pattern6-target40 13 0 40 38 140 155 160 131
all-meshes-CVIU11-pattern6-target400 13 0 67 89 245 258 208 206
all-meshes-CVIU11-pattern6-target401 13 0 275 368 767 727 486 588
all-meshes-CVIU11-pattern6-target402 13 0 6 5 13 15 13 9
all-meshes-CVIU11-pattern6-target403 13 0 59 50 30 36 30 67
all-meshes-CVIU11-pattern6-target404 13 0 78 113 267 329 261 237
all-meshes-CVIU11-pattern6-target405 13 0 375 367 148 163 153 331
all-meshes-CVIU11-pattern6-target406 13 0 38 57 36 35 36 57
all-meshes-CVIU11-pattern6-target407 13 0 3 3 15 15 16 9
all-meshes-CVIU11-pattern6-target408 13 0 4 6 15 15 15 9
all-meshes-CVIU11-pattern6-target409 13 0 13 10 11 13 13 13
all-meshes-CVIU11-pattern6-target41 13 0 205 226 476 524 421 406
all-meshes-CVIU11-pattern6-target410 13 0 7 7 9 10 11 9
all-meshes-CVIU11-pattern6-target411 13 0 72 51 269 236 221 182
all-meshes-CVIU11-pattern6-target412 13 0 2 3 14 13 13 6
all-meshes-CVIU11-pattern6-target413 13 0 2 4 13 13 12 6
all-meshes-CVIU11-pattern6-target414 13 0 13 9 15 13 12 15
all-meshes-CVIU11-pattern6-target415 13 0 102 108 69 80 69 117
all-meshes-CVIU11-pattern6-target416 13 0 7 7 12 13 12 9
all-meshes-CVIU11-pattern6-target417 13 0 8 8 12 13 16 10
all-meshes-CVIU11-pattern6-target418 13 0 19 19 130 125 115 93
all-meshes-CVIU11-pattern6-target419 13 0 21 21 21 20 17 30
all-meshes-CVIU11-pattern6-target42 13 0 110 109 315 350 296 280
all-meshes-CVIU11-pattern6-target420 13 0 495 483 271 294 316 558
all-meshes-CVIU11-pattern6-target421 13 0 36 24 27 30 27 41
all-meshes-CVIU11-pattern6-target422 13 0 49 67 43 48 45 75
all-meshes-CVIU11-pattern6-target423 13 0 25 37 30 33 35 52
all-meshes-CVIU11-pattern6-target424 13 0 138 139 93 91 76 194
all-meshes-CVIU11-pattern6-target425 13 0 14 18 149 138 97 99
all-meshes-CVIU11-pattern6-target427 13 0 35 64 219 222 199 173
all-meshes-CVIU11-pattern6-target428 13 0 611 530 895 965 783 983
all-meshes-CVIU11-pattern6-target429 13 0 15 9 20 20 17 18
all-meshes-CVIU11-pattern6-target43 13 0 688 590 872 895 784 936
all-meshes-CVIU11-pattern6-target430 13 0 285 313 141 163 151 350
all-meshes-CVIU11-pattern6-target431 13 0 368 353 186 179 213 422
all-meshes-CVIU11-pattern6-target432 13 0 39 49 34 35 27 52
all-meshes-CVIU11-pattern6-target433 13 0 185 210 436 456 407 372
all-meshes-CVIU11-pattern6-target434 13 0 618 468 805 813 683 806
all-meshes-CVIU11-pattern6-target435 13 0 125 146 418 411 353 307
all-meshes-CVIU11-pattern6-target436 13 0 355 352 631 558 517 522
all-meshes-CVIU11-pattern6-target437 13 0 4 4 10 10 10 6
all-meshes-CVIU11-pattern6-target438 13 0 309 320 219 180 163 349
all-meshes-CVIU11-pattern6-target439 13 0 113 167 106 83 89 154
all-meshes-CVIU11-pattern6-target44 13 0 70 56 81 79 77 78
all-meshes-CVIU11-pattern6-target440 13 0 45 36 203 198 170 153
all-meshes-CVIU11-pattern6-target441 13 0 312 233 150 126 134 289
all-meshes-CVIU11-pattern6-target442 13 0 133 90 65 74 63 147
all-meshes-CVIU11-pattern6-target443 13 0 157 139 133 133 128 181
all-meshes-CVIU11-pattern6-target444 13 0 324 415 717 709 548 649
all-meshes-CVIU11-pattern6-target446 13 0 192 198 432 478 429 387
all-meshes-CVIU11-pattern6-target447 13 0 556 540 728 824 597 847
all-meshes-CVIU11-pattern6-target448 13 0 273 264 668 644 447 482
all-meshes-CVIU11-pattern6-target449 13 0 400 332 708 749 608 589
all-meshes-CVIU11-pattern6-target45 13 0 77 65 289 268 259 214
all-meshes-CVIU11-pattern6-target450 13 0 305 221 611 644 516 530
all-meshes-CVIU11-pattern6-target451 13 0 182 125 355 337 340 294
all-meshes-CVIU11-pattern6-target452 13 0 1020 909 1508 1615 1085 1479
all-meshes-CVIU11-pattern6-target453 13 0 231 194 139 115 134 212
all-meshes-CVIU11-pattern6-target454 13 0 406 431 210 220 211 462
all-meshes-CVIU11-pattern6-target455 13 0 103 75 313 317 223 238
all-meshes-CVIU11-pattern6-target456 13 0 934 933 307 310 344 952
all-meshes-CVIU11-pattern6-target457 13 0 94 76 58 61 57 83
all-meshes-CVIU11-pattern6-target458 13 0 206 157 140 141 130 215
all-meshes-CVIU11-pattern6-target459 13 0 512 517 971 950 778 875
all-meshes-CVIU11-pattern6-target46 13 0 32 21 27 26 23 47
all-meshes-CVIU11-pattern6-target460 13 0 81 70 81 80 85 116
all-meshes-CVIU11-pattern6-target461 13 0 1230 1237 382 388 371 1166
all-meshes-CVIU11-pattern6-target462 13 0 10 15 19 21 18 19
all-meshes-CVIU11-pattern6-target463 13 0 13 14 108 113 98 80
all-meshes-CVIU11-pattern6-target464 13 0 545 539 992 943 821 990
all-meshes-CVIU11-pattern6-target465 13 0 77 114 284 272 279 221
all-meshes-CVIU11-pattern6-target466 13 0 2 3 13 14 13 5
all-meshes-CVIU11-pattern6-target467 13 0 607 559 206 231 243 557
all-meshes-CVIU11-pattern6-target468 13 0 83 83 70 65 81 107
all-meshes-CVIU11-pattern6-target469 13 0 584 577 917 933 766 937
all-meshes-CVIU11-pattern6-target47 13 0 6 3 15 15 13 9
all-meshes-CVIU11-pattern6-target470 13 0 43 43 209 233 193 177
all-meshes-CVIU11-pattern6-target471 13 0 386 367 862 881 706 738
all-meshes-CVIU11-pattern6-target472 13 0 11 7 12 12 12 15
all-meshes-CVIU11-pattern6-target473 13 0 80 105 307 330 268 223
all-meshes-CVIU11-pattern6-target474 13 0 134 125 396 422 325 310
all-meshes-CVIU11-pattern6-target475 13 0 20 29 25 29 24 42
all-meshes-CVIU11-pattern6-target476 13 0 245 208 162 150 194 258
all-meshes-CVIU11-pattern6-target477 13 0 5 6 14 13 15 9
all-meshes-CVIU11-pattern6-target478 13 0 10 17 17 19 18 21
all-meshes-CVIU11-pattern6-target479 13 0 848 840 1623 1344 1139 1377
all-meshes-CVIU11-pattern6-target48 13 0 190 285 516 500 350 424
all-meshes-CVIU11-pattern6-target481 13 0 133 124 90 94 74 144
all-meshes-CVIU11-pattern6-target482 13 0 4 2 11 12 11 7
all-meshes-CVIU11-pattern6-target483 13 0 549 497 829 946 729 897
all-meshes-CVIU11-pattern6-target484 13 0 499 381 985 862 757 803
all-meshes-CVIU11-pattern6-target485 13 0 34 27 28 23 26 43
all-meshes-CVIU11-pattern6-target486 13 0 4 6 11 12 12 6
all-meshes-CVIU11-pattern6-target487 13 0 802 617 282 269 329 715
all-meshes-CVIU11-pattern6-target488 13 0 232 298 181 160 177 243
all-meshes-CVIU11-pattern6-target489 13 0 365 312 225 251 220 378
all-meshes-CVIU11-pattern6-target49 13 0 22 27 162 178 146 120
all-meshes-CVIU11-pattern6-target490 13 0 45 49 37 35 36 58
all-meshes-CVIU11-pattern6-target491 13 0 127 127 84 79 87 138
all-meshes-CVIU11-pattern6-target492 13 0 3 5 14 13 15 7
all-meshes-CVIU11-pattern6-target493 13 0 56 29 42 41 42 57
all-meshes-CVIU11-pattern6-target494 13 0 17 17 27 25 25 36
all-meshes-CVIU11-pattern6-target495 13 0 297 230 151 155 158 245
all-meshes-CVIU11-pattern6-target496 13 0 59 39 206 207 191 162
all-meshes-CVIU11-pattern6-target497 13 0 66 101 70 73 66 111
all-meshes-CVIU11-pattern6-target498 13 0 9 6 17 17 16 13
all-meshes-CVIU11-pattern6-target499 13 0 32 31 22 27 23 25
all-meshes-CVIU11-pattern6-target5 13 0 2 2 11 13 11 5
all-meshes-CVIU11-pattern6-target50 13 0 92 64 49 48 51 100
all-meshes-CVIU11-pattern6-target500 13 0 14 22 24 27 26 27
all-meshes-CVIU11-pattern6-target501 13 0 463 584 205 268 226 474
all-meshes-CVIU11-pattern6-target502 13 0 101 76 71 77 74 124
all-meshes-CVIU11-pattern6-target503 13 0 107 92 71 57 72 107
all-meshes-CVIU11-pattern6-target504 13 0 96 139 91 79 97 143
all-meshes-CVIU11-pattern6-target505 13 0 634 627 951 873 798 946
all-meshes-CVIU11-pattern6-target506 13 0 7 6 12 14 14 8
all-meshes-CVIU11-pattern6-target507 13 0 10 15 20 22 22 23
all-meshes-CVIU11-pattern6-target508 13 0 94 124 77 77 78 145
all-meshes-CVIU11-pattern6-target509 13 0 55 46 40 34 38 60
all-meshes-CVIU11-pattern6-target51 13 0 50 77 53 59 66 90
all-meshes-CVIU11-pattern6-target510 13 0 630 568 280 264 296 569
all-meshes-CVIU11-pattern6-target511 13 0 606 510 764 828 641 848
all-meshes-CVIU11-pattern6-target512 13 0 11 10 125 110 100 89
all-meshes-CVIU11-pattern6-target513 13 0 47 40 37 36 43 58
all-meshes-CVIU11-pattern6-target514 13 0 36 27 28 28 26 38
all-meshes-CVIU11-pattern6-target515 13 0 26 26 38 37 38 49
all-meshes-CVIU11-pattern6-target517 13 0 519 537 256 272 240 520
all-meshes-CVIU11-pattern6-target518 13 0 165 213 520 535 396 427
all-meshes-CVIU11-pattern6-target519 13 0 5 3 16 16 15 8
all-meshes-CVIU11-pattern6-target52 13 0 37 28 28 23 27 41
all-meshes-CVIU11-pattern6-target520 13 0 513 680 882 769 760 888
all-meshes-CVIU11-pattern6-target521 13 0 54 46 40 43 40 59
all-meshes-CVIU11-pattern6-target522 13 0 141 211 90 82 86 171
all-meshes-CVIU11-pattern6-target523 13 0 9 9 16 18 16 12
all-meshes-CVIU11-pattern6-target524 13 0 36 50 164 197 181 146
all-meshes-CVIU11-pattern6-target525 13 0 345 396 674 687 533 641
all-meshes-CVIU11-pattern6-target526 13 0 51 54 181 177 156 152
all-meshes-CVIU11-pattern6-target527 13 0 37 54 43 42 41 67
all-meshes-CVIU11-pattern6-target528 13 0 936 908 300 337 336 872
all-meshes-CVIU11-pattern6-target529 13 0 14 21 22 22 19 26
all-meshes-CVIU11-pattern6-target53 13 0 65 57 76 63 76 97
all-meshes-CVIU11-pattern6-target530 13 0 9 9 16 17 17 13
all-meshes-CVIU11-pattern6-target54 13 0 90 86 48 55 50 87
all-meshes-CVIU11-pattern6-target55 13 0 245 251 638 617 450 520
all-meshes-CVIU11-pattern6-target56 13 0 34 18 156 157 141 116
all-meshes-CVIU11-pattern6-target57 13 0 451 375 915 833 697 772
all-meshes-CVIU11-pattern6-target58 13 0 8 9 16 18 18 13
all-meshes-CVIU11-pattern6-target59 13 0 25 30 32 32 31 51
all-meshes-CVIU11-pattern6-target6 13 0 181 185 407 431 351 332
all-meshes-CVIU11-pattern6-target60 13 0 28 40 35 38 37 55
all-meshes-CVIU11-pattern6-target61 13 0 54 48 178 192 130 143
all-meshes-CVIU11-pattern6-target62 13 0 48 40 192 188 180 147
all-meshes-CVIU11-pattern6-target63 13 0 28 38 36 34 32 57
all-meshes-CVIU11-pattern6-target64 13 0 28 41 185 190 144 145
all-meshes-CVIU11-pattern6-target65 13 0 1006 1104 335 406 358 1123
all-meshes-CVIU11-pattern6-target66 13 0 212 204 171 166 166 222
all-meshes-CVIU11-pattern6-target67 13 0 4 6 10 11 8 8
all-meshes-CVIU11-pattern6-target68 13 0 776 784 1418 1248 930 1347
all-meshes-CVIU11-pattern6-target69 13 0 21 14 25 26 26 31
all-meshes-CVIU11-pattern6-target7 13 0 12 10 16 14 17 19
all-meshes-CVIU11-pattern6-target70 13 0 800 732 1149 1257 946 1304
all-meshes-CVIU11-pattern6-target72 13 0 87 88 320 350 288 266
all-meshes-CVIU11-pattern6-target73 13 0 84 77 241 240 225 190
all-meshes-CVIU11-pattern6-target74 13 0 198 176 101 96 125 209
all-meshes-CVIU11-pattern6-target76 13 0 545 486 225 232 236 524
all-meshes-CVIU11-pattern6-target77 13 0 161 171 117 94 115 191
all-meshes-CVIU11-pattern6-target78 13 0 65 64 206 183 199 176
all-meshes-CVIU11-pattern6-target79 13 0 764 876 1426 1426 937 1378
all-meshes-CVIU11-pattern6-target8 13 0 17 17 19 22 18 21
all-meshes-CVIU11-pattern6-target80 13 0 267 287 170 165 141 290
all-meshes-CVIU11-pattern6-target81 13 0 39 27 185 143 148 143
all-meshes-CVIU11-pattern6-target82 13 0 150 83 83 65 69 131
all-meshes-CVIU11-pattern6-target83 13 0 615 565 264 255 294 646
all-meshes-CVIU11-pattern6-target84 13 0 136 152 105 88 95 141
all-meshes-CVIU11-pattern6-target85 13 0 247 251 128 104 154 249
all-meshes-CVIU11-pattern6-target86 13 0 1276 1292 403 451 384 1260
all-meshes-CVIU11-pattern6-target87 13 0 682 636 289 259 273 620
all-meshes-CVIU11-pattern6-target88 13 0 17 17 15 19 15 26
all-meshes-CVIU11-pattern6-target89 13 0 159 166 521 499 382 391
all-meshes-CVIU11-pattern6-target9 13 0 19 26 163 156 148 120
all-meshes-CVIU11-pattern6-target90 13 0 644 715 231 225 228 637
all-meshes-CVIU11-pattern6-target91 13 0 64 56 30 37 27 64
all-meshes-CVIU11-pattern6-target92 13 0 11 14 15 19 14 15
all-meshes-CVIU11-pattern6-target93 13 0 701 704 265 292 285 731
all-meshes-CVIU11-pattern6-target94 13 0 172 184 112 99 105 170
all-meshes-CVIU11-pattern6-target96 13 0 60 50 47 46 45 71
all-meshes-CVIU11-pattern6-target97 13 0 509 458 744 787 643 770
all-meshes-CVIU11-pattern6-target98 13 0 512 506 222 248 250 519
all-meshes-CVIU11-pattern6-target99 13 0 727 752 1260 1456 952 1193
